지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10)
119,수원,2020-06-19,23.8,19.9,29.1,.4,4.4,1.7,19.67,5.5
119,수원,2020-06-20,23.6,18.7,29.3,,4.8,1.9,25.22,1
119,수원,2020-06-21,24.2,18.5,31.9,,4.7,1.7,26.02,.1
119,수원,2020-06-22,26.5,19.2,34,,4.2,1.5,26.75,1.8
119,수원,2020-06-23,25.5,20.8,30.2,0,3.5,1.4,16.41,7.9
119,수원,2020-06-24,22.5,20.4,26.4,14.1,5.8,2.8,2.72,9.9
119,수원,2020-06-25,21.6,19.8,23.6,4.4,4.7,2.2,6.78,10
119,수원,2020-06-26,21.8,18.7,25.8,2.1,5.7,2.8,16.95,8.1
119,수원,2020-06-27,23.7,20,29.3,0,3.9,1.5,22.13,5.4
119,수원,2020-06-28,23.5,20,28.7,,5.5,2.1,25.54,3.6
119,수원,2020-06-29,22.7,17.3,26.8,29.5,6.1,2.6,8.35,8.6
119,수원,2020-06-30,20.2,17.9,23,26.8,5,2.7,7.34,10
119,수원,2020-07-01,20.8,17.5,24.6,.5,2.9,1.3,9.79,8.5
119,수원,2020-07-02,23.8,19,29.5,.6,3.5,1.6,20.77,7.1
119,수원,2020-07-03,23.8,19.6,29,.5,5.9,2.4,21.47,7.6
119,수원,2020-07-04,22.5,18.5,28.2,1,5.2,1.5,22.25,7.5
119,수원,2020-07-05,22.6,18.1,28.1,,3.7,1.4,21.38,6.3
119,수원,2020-07-06,24.6,20.1,30.5,,5,1.6,19.2,7.4
119,수원,2020-07-07,23.3,20.7,27.9,,3.8,2,14.87,5.6
119,수원,2020-07-08,23.6,19.9,29.6,,4.1,1.8,21.79,4.3
119,수원,2020-07-09,27,20,33,,3.6,1.5,24.97,6.6
119,수원,2020-07-10,25.8,23.1,29.1,.8,3.8,2.3,16.85,7.3
119,수원,2020-07-11,26,21,30.6,,4.1,1.9,17.79,5.8
119,수원,2020-07-12,23.2,20.8,25.6,4.8,5.1,2.9,5.01,9
119,수원,2020-07-13,19,18.3,20.8,47.2,6.5,3.8,3.5,10
119,수원,2020-07-14,20.8,17.6,23.9,16.2,5,2,10.86,10
119,수원,2020-07-15,22.3,18.7,27.9,.2,3.8,1.4,22.88,5.1
119,수원,2020-07-16,23.3,18,29,,4.3,1.6,24.73,1.4
119,수원,2020-07-17,24.4,20.4,29.8,,4.8,1.7,20.08,4.6
119,수원,2020-07-18,25.2,20.5,30,,3.8,1.4,20.33,5.4
119,수원,2020-07-19,25.1,20.5,28.1,35.6,4.8,3.1,7.47,9.8
119,수원,2020-07-20,24,22.5,27.8,1.8,6.2,3.1,5.22,9.6
119,수원,2020-07-21,24.7,21.5,29.9,,3.7,1.4,20.54,7.1
119,수원,2020-07-22,22.6,21.7,23.7,92.9,3,.9,4.08,9.8
119,수원,2020-07-23,21.6,19.7,23.1,90.1,8,3.2,2.56,9.9
119,수원,2020-07-24,23.3,20.3,27.2,1.4,6.6,3.1,8.93,9.5
119,수원,2020-07-25,25.2,22.4,29.4,,3.8,2,16.91,7.8
119,수원,2020-07-26,25,22.5,29.2,0,4,1.5,13.79,8.3
119,수원,2020-07-27,24.6,22.6,27.1,1.9,2.9,1.1,6.4,9.9
119,수원,2020-07-28,24.2,22.8,25.7,1.9,3.6,1.4,6.77,9.5
119,수원,2020-07-29,24.7,23.2,27.8,87,4.4,1.6,,9.8
119,수원,2020-07-30,24.8,22.6,28.3,.2,3.7,1.5,13.38,8.3
119,수원,2020-07-31,25.9,22.5,30,.1,3.8,1.3,12.4,8.8
119,수원,2020-08-01,26.2,24,29.2,28.7,4.4,2,8.22,9.4
119,수원,2020-08-02,25.2,23.3,28.1,86.7,8.5,2,3.54,10
119,수원,2020-08-03,25,23,26.8,96.9,7.3,2.5,2.98,10
119,수원,2020-08-04,27.4,23.8,30.4,.2,5.3,2,9.52,9.6
119,수원,2020-08-05,27,25.2,29.1,20.5,5.1,2.3,7.72,8.8
119,수원,2020-08-06,24.3,22.8,26.2,131.5,8.8,3.6,8.39,9
119,수원,2020-08-07,24.2,22.4,25.9,.2,3.3,1.5,6.25,9.4
119,수원,2020-08-08,24,22.7,25,12.3,3.9,2.1,3.7,9.3
119,수원,2020-08-09,25.3,24.1,27.7,134.2,7.5,2.7,2.71,9.3
119,수원,2020-08-10,26.6,24.9,30.5,22.3,4.8,1.9,9.64,9.5
119,수원,2020-08-11,25.4,23.5,28.3,16.2,4.7,1.9,7.12,8.4
119,수원,2020-08-12,27.2,23.4,30.9,0,4.1,.9,9.03,9.4
119,수원,2020-08-13,28.2,25.9,32.1,0,4.9,2.2,10.08,8.5
119,수원,2020-08-14,27.7,26.3,29.9,0,5.5,3,7.38,9.8
119,수원,2020-08-15,26.7,25.1,29.3,46.6,3.4,1.6,4.69,8.6
119,수원,2020-08-16,27.5,24.7,31.6,,4.5,2.2,15.84,6.8
119,수원,2020-08-17,28.1,25.1,32.8,,3.4,1.5,19.08,4.3
119,수원,2020-08-18,26.9,23.1,32.2,,2.9,1.2,21.13,3.3
119,수원,2020-08-19,26.7,22.8,32.1,,4.7,1.7,21.87,1.5
119,수원,2020-08-20,27.4,23.3,33,,3.8,1.4,21.88,3.6
119,수원,2020-08-21,27.6,23.8,31.4,0,4.4,1.5,15.46,6.5
119,수원,2020-08-22,25,22,29.4,30.2,5.6,1.6,7.4,9.1
119,수원,2020-08-23,25.7,21.7,30.4,,3.9,1.3,20.91,4.3
119,수원,2020-08-24,27.7,22.5,32,,4.6,1.6,21.5,4.6
119,수원,2020-08-25,29.7,24.6,34.9,0,3.5,1.7,20.84,3.6
119,수원,2020-08-26,30.3,26.8,34.2,1,8.1,4.1,17.14,6.9
119,수원,2020-08-27,27.9,25.9,30,10.9,9.1,4.3,7.85,9.5
119,수원,2020-08-28,27.7,25.5,30.9,2.3,4.1,1.7,12.22,8.9
119,수원,2020-08-29,26.4,24.9,28.9,18.3,3.6,1.2,7.69,8.1
119,수원,2020-08-30,26.8,24.8,30.9,.1,3.2,1.3,11.96,8
119,수원,2020-08-31,27.4,24.5,30.8,.2,4.6,2.6,13.94,7.6
119,수원,2020-09-01,26.1,23.5,29.7,.4,3.6,1.8,9.55,8.3
119,수원,2020-09-02,24.3,22.8,26,17.9,5.2,1.7,3.3,10
119,수원,2020-09-03,22.7,19.7,26.3,31.5,9.9,5.1,14.63,6.5
119,수원,2020-09-04,23.1,19.1,27.4,,4.5,1.9,20.15,1.1
119,수원,2020-09-05,23.3,19.3,27.5,0,3.5,1.5,13.12,8.5
119,수원,2020-09-06,21.4,18.9,25,9.4,3.2,1.5,7.11,9.5
119,수원,2020-09-07,19.5,16.7,22.4,59.9,8.1,4.4,3.82,10
119,수원,2020-09-08,23.3,21,26.9,,6.1,3.4,20.01,3.6
119,수원,2020-09-09,20.5,17.6,25.3,10.8,4.4,1.6,8.87,8.4
119,수원,2020-09-10,22.3,18.1,27.6,0,2.7,1.2,13.92,6.3
119,수원,2020-09-11,22.2,18.5,26.3,6.3,4.4,1.8,9.93,7.9
119,수원,2020-09-12,20,17.8,22.1,8.3,3,1.2,7.47,9.5
119,수원,2020-09-13,21.3,16.8,26.6,,3.6,1.5,20.19,1.9
119,수원,2020-09-14,21,16.1,26,,4.2,1.4,17.45,3.5
119,수원,2020-09-15,22.6,18.7,27.4,,3.5,1.2,17.1,6.9
119,수원,2020-09-16,21.8,19.7,25.4,0,5.2,1.8,8.09,8.4
119,수원,2020-09-17,20.8,18.8,24,,2.9,1.3,8.18,8.9
119,수원,2020-09-18,21.2,17.7,26,,6.3,2.2,21.21,2.4
119,수원,2020-09-19,19.8,15.7,26.3,10.2,4.9,1.9,17.41,3.4
119,수원,2020-09-20,18.6,13.5,24.9,,4.4,1.4,20.68,0
119,수원,2020-09-21,18.3,12.6,24.6,,2.8,.9,18.27,5.4
119,수원,2020-09-22,19.9,15,25.1,,4,2,19.81,4.4
119,수원,2020-09-23,19.4,15.7,23.5,,4.4,2.2,13.29,8
119,수원,2020-09-24,21.1,17.6,25.7,,5.1,2.5,18.27,6
119,수원,2020-09-25,20.6,14.9,25.5,,4.2,1.8,15.46,3.5
119,수원,2020-09-26,20,15.7,24.9,,3.9,2.1,16.99,2.8
119,수원,2020-09-27,20,15.4,26,,2.9,1.3,18.7,.5
119,수원,2020-09-28,19.6,14.1,26,,3.4,1.1,18.57,.8
119,수원,2020-09-29,18.9,13.9,24.4,,3.8,1.2,14.2,6
119,수원,2020-09-30,18.8,14.6,24.9,8.7,3.5,.8,13.02,5.6
119,수원,2020-10-01,18.7,15.1,24.3,,4.7,1.6,11.81,6.4
119,수원,2020-10-02,19.2,14.5,23.8,0,4.6,1.8,10.2,6.9
119,수원,2020-10-03,19.6,16.9,23.8,21.9,2.7,.9,10.71,8.5
119,수원,2020-10-04,17.1,11.5,22,0,7.5,2.6,13.2,7.3
119,수원,2020-10-05,13.6,7.4,18.3,,5.4,2.1,15.6,2.3
119,수원,2020-10-06,13.7,7.5,19.8,,3.7,1.5,18.31,2.5
119,수원,2020-10-07,15.4,8.6,21.7,,3.6,1.2,15.4,4.8
119,수원,2020-10-08,17.3,10.8,23.4,,5.2,2.3,18.2,.8
119,수원,2020-10-09,17.3,10.2,23.5,,5.1,2.3,17.82,2.4
119,수원,2020-10-10,16.6,10.3,21.5,,2.8,1.3,15.44,4.5
119,수원,2020-10-11,16.2,12.9,20.6,,3.7,1.3,10.1,6.3
119,수원,2020-10-12,15.4,11.5,21.2,,5.1,1.6,12.95,3.3
119,수원,2020-10-13,12.4,6,18.2,,4.3,1.4,13.26,4.8
119,수원,2020-10-14,12.9,8.2,19.5,,4.8,1.7,12.84,6
119,수원,2020-10-15,11.2,6,18.4,,3,1.1,14.48,6.5
119,수원,2020-10-16,11.6,6.5,16.1,,2.7,.8,6.06,8
119,수원,2020-10-17,12.5,7.9,18.6,.3,3.9,1.2,15.98,1.3
119,수원,2020-10-18,12.6,5.7,19.5,,4.4,1.2,14.46,.5
119,수원,2020-10-19,14,7.1,21,,3.5,1.1,14.54,.3
119,수원,2020-10-20,13.8,7.3,21.6,,2.9,.9,14.52,2.1
119,수원,2020-10-21,14,9.9,17.3,,3.1,1.1,4.83,8
119,수원,2020-10-22,13.2,8.1,18.8,,5.4,2.4,10.24,4
119,수원,2020-10-23,8.7,5.1,12.9,,5.5,2.9,16.09,0
119,수원,2020-10-24,8.5,3.1,14.1,,5.8,2.1,15.89,0
119,수원,2020-10-25,10.8,3.7,18,,3.8,1.3,13.78,2.9
119,수원,2020-10-26,11.4,5,18.9,,3.6,1.1,12.77,1.5
119,수원,2020-10-27,12.6,6.6,19.5,,4,1,12.11,1.3
119,수원,2020-10-28,13.6,9.3,19,,5.3,1.9,14.28,3.8
119,수원,2020-10-29,9.5,2.2,16.4,,3.7,1.2,14.19,3.6
119,수원,2020-10-30,10.4,3.1,19,,2.5,.9,13.83,.3
119,수원,2020-10-31,12.9,5.7,18.6,,4.1,1.6,11.58,4.5
119,수원,2020-11-01,12.9,11.7,13.8,3.4,3.7,1.5,1.29,9.8
119,수원,2020-11-02,10.7,5.8,16.2,.3,4.8,1.7,13.7,3.4
119,수원,2020-11-03,5.4,2.5,9,1.4,8.1,3.6,14.23,1.8
119,수원,2020-11-04,4.9,-.4,10.7,,5.1,1.9,14.52,0
119,수원,2020-11-05,8.6,.7,15.5,,2.6,.9,12.11,3.8
119,수원,2020-11-06,12.9,8.6,16.8,,2.8,1,4.67,7.3
119,수원,2020-11-07,13.3,9,17.5,,5.8,2.2,11.01,2.6
119,수원,2020-11-08,8.3,3.7,12.4,,6.3,2.9,13.76,0
119,수원,2020-11-09,5.9,.9,9.8,0,4.4,1.4,10.76,3.6
119,수원,2020-11-10,6.7,-.1,13.3,,4.8,1.7,12.74,0
119,수원,2020-11-11,7.9,.8,16.4,,2.9,.8,12.03,0
119,수원,2020-11-12,9,1.8,17.8,,2.5,.9,11.65,1.4
119,수원,2020-11-13,10.2,4.8,17,,3,.8,7.81,2.1
119,수원,2020-11-14,10.6,3.6,18.8,,3.9,1,11,3.6
119,수원,2020-11-15,9.9,4.5,16.7,,4.3,1,9.66,1.4
119,수원,2020-11-16,11.5,5.4,17.9,,3,.9,9.81,2.3
119,수원,2020-11-17,16,10.5,19.9,.4,4.2,2,5.65,7.8
119,수원,2020-11-18,17.3,14.5,19.7,5.1,3.9,1.7,2.89,9.1
119,수원,2020-11-19,14.2,7.8,20.7,43.3,6.3,4.5,.45,9.6
119,수원,2020-11-20,3.5,-.5,7.8,0,5.4,3.2,2.15,7.6
119,수원,2020-11-21,6.7,-1.2,12.7,0,5.3,1.6,10.74,5.1
119,수원,2020-11-22,6,1.7,9.2,2.9,5.2,2.2,2.88,7.3
119,수원,2020-11-23,1.8,-.8,5.8,,3.7,2,11.72,0
119,수원,2020-11-24,3.4,-1.3,8.4,,3.1,1.2,8.6,4.8
119,수원,2020-11-25,4.2,-1.4,10.4,,4.1,1.1,10.46,2.6
119,수원,2020-11-26,5.4,.8,11,,3.1,1.1,9.14,5.5
119,수원,2020-11-27,4.3,.5,7.5,,5.9,2.6,7.68,3.6
119,수원,2020-11-28,.4,-1.8,3.7,,5.4,2.6,10.95,3
119,수원,2020-11-29,-.3,-3.2,2.8,0,3.8,1.3,4.83,5.4
119,수원,2020-11-30,-.3,-5,4.7,,4.1,1.5,10.99,0
119,수원,2020-12-01,1.6,-4.2,6.5,,4.6,1.5,10.47,4.1
119,수원,2020-12-02,3.2,.4,8,,3.4,1.6,8.1,5.9
119,수원,2020-12-03,1.3,-2,5,,4.6,2.1,10.66,1.5
119,수원,2020-12-04,-.3,-4.9,5.2,,3.8,1.5,10.62,1
119,수원,2020-12-05,1.9,-3,7,,3.1,1,6.63,6.4
119,수원,2020-12-06,3.5,-.2,9,,3.7,1.1,6.72,4.3
119,수원,2020-12-07,3.4,-.7,7.5,,6,2.1,7.2,4.9
119,수원,2020-12-08,-.7,-4,4.5,,3.2,1.4,10.66,1.3
119,수원,2020-12-09,1,-6.4,5.8,,2.3,.9,8.42,4
119,수원,2020-12-10,5.5,2.4,9.5,0,2.3,1,4.27,7.6
119,수원,2020-12-11,4.9,.2,9.8,,3.9,1.1,6.51,7.5
119,수원,2020-12-12,2.4,-1.4,6.8,,5.2,1.8,9.68,2.4
119,수원,2020-12-13,-.9,-5.3,2.2,2.4,5.6,2.7,2.22,5.4
119,수원,2020-12-14,-6.7,-8.7,-4.3,,6.8,3.7,10.93,.6
119,수원,2020-12-15,-6.9,-9.7,-3.6,,5.7,3.2,10.86,0
119,수원,2020-12-16,-7,-9.9,-3.1,,5.5,2.6,10.94,0
119,수원,2020-12-17,-5.3,-11.5,.7,0,3.1,1.1,10.42,1.3
119,수원,2020-12-18,-1.5,-6,2.4,1.1,5.1,2.3,8.41,4.3
119,수원,2020-12-19,-4.6,-9,-1,,5.2,1.8,10.83,2.1
119,수원,2020-12-20,-3.9,-9.8,1.6,,5,1.5,10.33,.4
119,수원,2020-12-21,-1.6,-7.3,4.1,,3.1,.9,8.18,3.1
119,수원,2020-12-22,1.6,-3.5,6.5,.7,4,1.3,7.11,4.4
119,수원,2020-12-23,3.6,-3,9.2,,4.3,1.4,5.64,7.1
119,수원,2020-12-24,2.5,-1.5,6.5,.2,7,2.5,9.39,2.5
119,수원,2020-12-25,-1,-5.5,3.8,,6,1.6,10.37,.1
119,수원,2020-12-26,1.6,-2.9,8.5,0,4.3,1.4,8.17,3.5
119,수원,2020-12-27,4.7,-.1,9.1,0,3.5,1.2,7.37,7.3
119,수원,2020-12-28,5.3,1.4,11.4,0,2.9,1.1,8.62,4.4
119,수원,2020-12-29,-.3,-5.4,4.2,.2,5.2,2.5,2.35,8.8
119,수원,2020-12-30,-10,-12.5,-5.4,,6.5,4.6,11.02,.3
119,수원,2020-12-31,-8.7,-12.6,-4.4,0,3.8,1.7,8.47,1.9
121,영월,2020-01-01,-3.2,-9.5,1.9,0,3.7,.8,,5.6
121,영월,2020-01-02,.1,-3.7,3.8,,2.9,.8,,5.6
121,영월,2020-01-03,0,-4.7,6.2,,3.1,.8,,0
121,영월,2020-01-04,-1.3,-7.8,6.7,,3.3,.7,,0
121,영월,2020-01-05,-1.2,-7.6,6.4,,1.3,.4,,2.9
121,영월,2020-01-06,.3,-3.9,4.4,1.8,1.2,.3,,10
121,영월,2020-01-07,5.3,1.7,7.3,48.8,2,.4,,10
121,영월,2020-01-08,5.2,2.5,11.1,5.7,4.9,2.2,,10
121,영월,2020-01-09,.6,-2.9,4.1,.1,4.3,1.8,,2.9
121,영월,2020-01-10,-.6,-4.8,6.1,,2,.5,,4.3
121,영월,2020-01-11,-.9,-4.7,4.9,,2.9,.6,,2.8
121,영월,2020-01-12,-.4,-4.1,3.3,,4.2,1.3,,3.3
121,영월,2020-01-13,-1.1,-4,2,,4.8,1.9,,1.9
121,영월,2020-01-14,-2.8,-8.5,4.4,,3.8,.9,,2.4
121,영월,2020-01-15,-3.7,-9.2,2.8,,3.3,.9,,.5
121,영월,2020-01-16,-3.4,-9.4,4.4,,1.9,.5,,5.9
121,영월,2020-01-17,-1.7,-8.3,7,,2,.4,,7.4
121,영월,2020-01-18,.2,-3.7,7.8,,3.2,.7,,4.4
121,영월,2020-01-19,-.9,-4.3,3.6,.6,4.7,.8,,6.4
121,영월,2020-01-20,1.2,-2.9,5.2,,6.3,2,,2.3
121,영월,2020-01-21,-1.4,-7.1,5.9,,2.8,.7,,.9
121,영월,2020-01-22,.8,-3.8,5.9,,1.5,.3,,9.8
121,영월,2020-01-23,4.6,-.3,12.7,,2.3,.7,,6.3
121,영월,2020-01-24,3.2,-3.6,12.5,,3.1,.7,,4.4
121,영월,2020-01-25,3.2,-1.7,10,,1.4,.3,,8
121,영월,2020-01-26,4.2,-2.1,12.4,,5.7,2.8,,8.3
121,영월,2020-01-27,5.4,3.7,7.4,2.7,5.9,2.8,,9.9
121,영월,2020-01-28,5.9,.8,11.8,.3,5.2,1.8,,6.6
121,영월,2020-01-29,2.9,-2.4,10.6,,5.7,1.2,,6.1
121,영월,2020-01-30,1.4,-1.7,10,3.1,4.6,.5,,8.1
121,영월,2020-01-31,2.8,-.3,8.1,,3.1,.7,,7.5
121,영월,2020-02-01,1.4,-2.3,6.1,,3.1,.9,,4.5
121,영월,2020-02-02,1,-3.3,7.1,,2.6,.6,,4.5
121,영월,2020-02-03,1.3,-2.3,5.1,,5.3,2,,2
121,영월,2020-02-04,-.8,-8.3,4.7,.6,4.2,1.1,,2.6
121,영월,2020-02-05,-4.9,-8.5,1.1,0,5.2,2.1,,0
121,영월,2020-02-06,-4.9,-12.9,3.5,,2.4,.7,,.9
121,영월,2020-02-07,-2.5,-9.2,3.7,,5.4,1.2,,3.3
121,영월,2020-02-08,.5,-3.3,5.2,,4,1.2,,3.8
121,영월,2020-02-09,-1.2,-8.3,4.4,,3.9,1.1,,.1
121,영월,2020-02-10,2.7,-2.7,10.1,,3.4,.8,,2.8
121,영월,2020-02-11,3.8,-5.6,14.6,,2,.4,,2.9
121,영월,2020-02-12,4.2,2.4,6.1,15.1,1,.2,,8.8
121,영월,2020-02-13,7.9,2.2,13.2,0,3.3,1.2,,4.1
121,영월,2020-02-14,5.7,.9,15.9,,1.5,.3,,4.8
121,영월,2020-02-15,8.8,.4,17.9,.7,3.9,.7,,6.1
121,영월,2020-02-16,1.4,-3.6,9,7.4,5.8,2.7,,9.5
121,영월,2020-02-17,-4.4,-6.2,-1.3,.4,5,2.4,,8.4
121,영월,2020-02-18,-3.6,-8.8,2.2,,3.2,1.3,,2.9
121,영월,2020-02-19,-.4,-7.8,7.6,,3,.7,,4.1
121,영월,2020-02-20,3.3,-3.2,12,,2.4,.5,,1.5
121,영월,2020-02-21,4.8,-2.2,12.1,.1,2.5,.5,,7.3
121,영월,2020-02-22,4.5,1.5,7,3.2,8,3.3,,5.8
121,영월,2020-02-23,2.1,-3.1,7.7,,4.5,1.5,,0
121,영월,2020-02-24,5.3,-3.3,14.3,,3.5,.7,,5.5
121,영월,2020-02-25,5.7,2.8,7.3,17.3,4.9,1.3,,8
121,영월,2020-02-26,5.8,.2,12.2,0,3.4,1,,6
121,영월,2020-02-27,5.1,.5,11.8,,2.9,.9,,5
121,영월,2020-02-28,2.1,-1.3,4.5,2.3,1.6,.3,,7.9
121,영월,2020-02-29,6.9,3.2,13.1,0,2,.5,,4.5
121,영월,2020-03-01,6,-.1,13,0,4.5,.8,,8.1
121,영월,2020-03-02,4.5,.9,8.7,0,4.8,1.7,,3.6
121,영월,2020-03-03,6.2,-2.1,13.2,.1,2.9,1,,5.6
121,영월,2020-03-04,3.5,0,7.7,0,7.6,3.2,,8.1
121,영월,2020-03-05,1.9,-1.5,7.9,,3.7,1.4,,1.3
121,영월,2020-03-06,2.8,-5.9,13,,2.4,.7,,2.9
121,영월,2020-03-07,5.4,-2.7,13.5,,2.5,.6,,7.3
121,영월,2020-03-08,7.8,-1.3,17.9,,2.3,.6,,0
121,영월,2020-03-09,9.5,-1,19.6,0,2.9,.6,,6.5
121,영월,2020-03-10,8.5,5.6,11.9,12.3,3.8,1.3,,8.6
121,영월,2020-03-11,3.9,.4,9,,4.7,2.4,,0
121,영월,2020-03-12,6.3,-3.2,14.4,,4.4,1.5,,.4
121,영월,2020-03-13,7.5,2.3,12.9,,4.9,1.8,,5.8
121,영월,2020-03-14,4.1,-3.4,9.9,,5.8,2.1,,3.8
121,영월,2020-03-15,4.4,0,9.7,0,6.8,2.7,,4.6
121,영월,2020-03-16,4,-3.4,10.8,,5,1.6,,1.6
121,영월,2020-03-17,2.3,.4,4.9,1.4,2.4,.6,,7.9
121,영월,2020-03-18,7.2,.1,18,,3.3,.8,,3.6
121,영월,2020-03-19,5.9,-.7,14.3,.3,9.9,3.1,,5.3
121,영월,2020-03-20,8.8,1.7,15.3,,6.1,2.1,,.1
121,영월,2020-03-21,12.4,.9,20.8,0,4.5,1.1,,4.9
121,영월,2020-03-22,13.5,7,20.7,,5.1,1.9,,1.6
121,영월,2020-03-23,9.3,.4,16.6,,5.6,1.4,,0
121,영월,2020-03-24,9.4,.2,18.6,,3.2,.8,,0
121,영월,2020-03-25,11.7,.6,22.4,,2.3,.7,,3
121,영월,2020-03-26,13.3,4.3,23.1,1.8,3.7,.8,,6.6
121,영월,2020-03-27,12.2,7.2,14.7,5.4,3.8,.9,,9
121,영월,2020-03-28,7.3,2.8,13.1,,3.8,1,,7.9
121,영월,2020-03-29,8,-.9,18.3,,4.3,1.4,,5
121,영월,2020-03-30,10.3,2.2,18.8,,3.2,.7,,.1
121,영월,2020-03-31,10.9,1.1,20.2,,3.7,.9,,4.3
121,영월,2020-04-01,9.9,4.2,21.4,0,6.2,1.4,,7.8
121,영월,2020-04-02,8.9,1.3,17.8,,5,1.4,,2.6
121,영월,2020-04-03,9.9,-.4,19.2,,4.3,1.5,,.9
121,영월,2020-04-04,7.8,2.3,14.5,,4.5,1.7,,3
121,영월,2020-04-05,6.9,-2.1,15.8,,4.9,1.3,,0
121,영월,2020-04-06,8.9,-1.5,18.1,,4.9,1.3,,3.1
121,영월,2020-04-07,11.3,2.3,18.6,,5,1.5,,3.3
121,영월,2020-04-08,9.1,2.3,14.9,,5.6,2,,0
121,영월,2020-04-09,8.2,-.5,15.9,,4.8,1.6,,2.4
121,영월,2020-04-10,10.5,2.3,19.1,0,3.8,1.2,,6.5
121,영월,2020-04-11,10.2,3.7,18.4,,4.4,1.1,,6.4
121,영월,2020-04-12,7.7,1.3,15.5,0,7.4,2,,4.5
121,영월,2020-04-13,8.7,2.6,16.6,,6.9,2,,4.6
121,영월,2020-04-14,11.5,-.9,21.9,,4.7,1.3,,1.3
121,영월,2020-04-15,13.1,2.3,23,,3.9,.9,,5.8
121,영월,2020-04-16,14.9,7.8,24.5,,5.1,2.2,,2.6
121,영월,2020-04-17,11,8.3,17.1,4.3,4.9,2.1,,8.4
121,영월,2020-04-18,11.3,7.6,19.4,.4,3.1,1.1,,4.4
121,영월,2020-04-19,10.1,5.4,16.6,13,5.5,.9,,8.4
121,영월,2020-04-20,9.9,7.8,13.9,.4,4.7,1.7,,6.1
121,영월,2020-04-21,7.6,4.1,11.8,,7.4,3.3,,5.4
121,영월,2020-04-22,6.1,3.2,9.2,,5.9,2.9,,5.8
121,영월,2020-04-23,7.6,2.7,13.9,,6.1,2.8,,3.4
121,영월,2020-04-24,9.8,.7,16.5,,8,2.2,,2
121,영월,2020-04-25,13.8,2.6,22.3,,6.8,2.3,,2.7
121,영월,2020-04-26,11.7,5.1,17.4,,4,1.4,,5.1
121,영월,2020-04-27,10,3.2,19.4,0,5.5,1.1,,4.3
121,영월,2020-04-28,12.6,2.1,20.7,,5,1.8,,.1
121,영월,2020-04-29,15,5.7,23.3,,3.6,1.1,,.5
121,영월,2020-04-30,16.3,5.2,24.4,,4.8,1.5,,1
121,영월,2020-05-01,21.1,13.1,29.8,,4.7,1.7,,2.3
121,영월,2020-05-02,21,16.8,25.3,,2.9,.8,,8.4
121,영월,2020-05-03,17.8,14.6,22.5,.5,2.3,.6,,8
121,영월,2020-05-04,19.8,14.8,27.3,,5.6,1.6,,7.5
121,영월,2020-05-05,16.4,12.3,25.7,5.6,5,1,,7.8
121,영월,2020-05-06,17.4,12.3,28.7,,4.8,1.7,,4.1
121,영월,2020-05-07,17.4,7.1,27.2,,4.7,1.8,,4.9
121,영월,2020-05-08,17.5,7.4,28.5,1.4,2.9,.8,,7
121,영월,2020-05-09,15.3,13.5,16.6,18.9,5.5,1.6,,9.8
121,영월,2020-05-10,14.9,12.7,18.6,,3.3,1.4,,8.1
121,영월,2020-05-11,17.6,13.2,22.9,0,5.3,2,,6
121,영월,2020-05-12,15,10.6,20.4,1.4,4.9,1.9,,4.5
121,영월,2020-05-13,14.7,6.9,22.5,,5.1,1.6,,.9
121,영월,2020-05-14,17.6,6.7,27.3,0,4.8,.9,,7.6
121,영월,2020-05-15,14.5,13.7,17.4,13.7,5.5,1.9,,9.8
121,영월,2020-05-16,17.3,13.7,23.2,.1,1.9,.5,,8.1
121,영월,2020-05-17,20.7,14.7,28,,2.5,.7,,5.5
121,영월,2020-05-18,19,14.7,25.4,26.2,8.5,2.8,,8.3
121,영월,2020-05-19,11.9,8.1,14.9,14.6,3.7,1.3,,7.9
121,영월,2020-05-20,10.9,7.7,15.5,,3,.9,,6.3
121,영월,2020-05-21,14.2,6.6,22.3,,3.2,.9,,3.5
121,영월,2020-05-22,17,9.7,25.2,0,4,1.4,,6.9
121,영월,2020-05-23,18.7,13,26.7,0,3.5,.9,,4.9
121,영월,2020-05-24,17.4,14.1,23.2,5.6,4.7,1.3,,6.6
121,영월,2020-05-25,16.4,11.6,21.7,,2.8,.9,,8
121,영월,2020-05-26,18.2,13.1,25.1,0,4.3,1.4,,7.6
121,영월,2020-05-27,17.9,11.5,26,,3.1,1.2,,5.1
121,영월,2020-05-28,16.7,10.8,25.7,,3.1,1,,5.3
121,영월,2020-05-29,17.4,9.9,28.3,0,7.7,1.2,,3.1
121,영월,2020-05-30,20.4,12.8,30.2,,2.7,.9,,2.8
121,영월,2020-05-31,21.1,11.9,30.6,,3.6,1.2,,5.8
121,영월,2020-06-01,19.8,14,24.8,0,4.5,2.1,,4.6
121,영월,2020-06-02,18.7,11.3,24.6,0,3.4,1,,9
121,영월,2020-06-03,21.4,16.7,29.5,0,2.7,.8,,4.9
121,영월,2020-06-04,24.1,17.5,29.7,,3.9,1.2,,2.8
121,영월,2020-06-05,24,19.2,30.8,,3.1,1.3,,3.9
121,영월,2020-06-06,23.1,16,31.6,,4.6,1.9,,5.4
121,영월,2020-06-07,22.1,14,30.1,,3.2,.8,,2.9
